president,subgroup,modeldate,startdate,enddate,pollster,grade,samplesize,population,weight,influence,approve,disapprove,adjusted_approve,adjusted_disapprove,multiversions,tracking,url,poll_id,question_id,createddate,timestamp
Joe Biden,All polls,12/12/2022,4/12/2021,4/18/2021,Morning Consult,B,45000,a,.12718767,0,54,37,53.313655,39.761871,"",T,https://morningconsult.com/form/global-leader-approval/,74691,140738,4/22/2021,10:46:46 12 Dec 2022
Joe Biden,All polls,12/12/2022,4/14/2021,4/15/2021,Ipsos,B-,1005,a,.21485422,0,54.35,37.56,53.767959,38.149004,"","",https://www.ipsos.com/sites/default/files/ct/news/documents/2021-04/2021%20Reuters%20Tracking%20-%20Core%20Political%20Presidential%20Approval%20Tracker%2004%2015%202021.pdf,74657,140635,4/16/2021,10:46:46 12 Dec 2022
Joe Biden,All polls,12/12/2022,4/13/2021,4/19/2021,Morning Consult,B,45000,a,.12326649,0,54,38,53.313655,40.761871,"",T,https://morningconsult.com/form/global-leader-approval/,74692,140739,4/22/2021,10:46:46 12 Dec 2022
Joe Biden,All polls,12/12/2022,4/14/2021,4/18/2021,Rasmussen Reports/Pulse Opinion Research,B,1500,lv,.12435668,0,50,48,50.57915,43.733174,"",T,https://www.rasmussenreports.com/public_content/politics/biden_administration/biden_approval_index_history,74671,140664,4/19/2021,10:46:46 12 Dec 2022
Joe Biden,All polls,12/12/2022,4/1/2021,4/30/2021,SurveyMonkey,C,55237,a,1.5610177,0,54,44,53.453052,42.117402,"","",https://www.surveymonkey.com/curiosity/biden-approval-tracker-2022/,80777,162048,9/24/2022,10:46:46 12 Dec 2022
Joe Biden,All polls,12/12/2022,4/14/2021,4/18/2021,Hart Research Associates,B-,1200,rv,1.3625562,0,57,43,55.530001,42.124369,"","",http://www.protectourcare.org/wp-content/uploads/2021/04/FI14074-Protect-Our-Care-April-2021.pdf,74709,140772,4/26/2021,10:46:46 12 Dec 2022
Joe Biden,All polls,12/12/2022,4/15/2021,4/19/2021,Morning Consult,B,2200,a,.04094468,0,58,35,57.313655,37.761871,*,"",https://assets.morningconsult.com/wp-uploads/2021/04/22091334/210477_crosstabs_MC_WASHINGTON_Adults_Adults_v1_LM.pdf,74674,140668,4/20/2021,10:46:46 12 Dec 2022
Joe Biden,All polls,12/12/2022,4/14/2021,4/20/2021,Morning Consult,B,45000,a,.11964355,0,53,38,52.313655,40.761871,"",T,https://morningconsult.com/form/global-leader-approval/,74693,140740,4/22/2021,10:46:46 12 Dec 2022
Joe Biden,All polls,12/12/2022,4/15/2021,4/19/2021,Rasmussen Reports/Pulse Opinion Research,B,1500,lv,.37126688,0,50,49,50.57915,44.733174,"",T,https://www.rasmussenreports.com/public_content/politics/biden_administration/biden_approval_index_history,74675,140670,4/20/2021,10:46:46 12 Dec 2022
Joe Biden,All polls,12/12/2022,4/16/2021,4/19/2021,Morning Consult,B,2200,a,.03983361,0,57,36,56.313655,38.761871,"","",https://assets.morningconsult.com/wp-uploads/2021/04/30124505/210496_crosstabs_POLITICO_ADULTS_Adults_v1_SH.pdf,74677,140761,4/26/2021,10:46:46 12 Dec 2022
Joe Biden,All polls,12/12/2022,4/15/2021,4/21/2021,Morning Consult,B,45000,a,.1163969,0,54,37,53.313655,39.761871,"",T,https://morningconsult.com/form/global-leader-approval/,74736,140863,4/29/2021,10:46:46 12 Dec 2022
Joe Biden,All polls,12/12/2022,4/16/2021,4/19/2021,HarrisX,B+,2881,rv,1.2681688,0,61,39,57.365403,40.369763,"","",https://thehill.com/hilltv/what-americas-thinking/549861-poll-biden-approval-steady-at-61-percent-as-100th-day,74699,140748,4/23/2021,10:46:46 12 Dec 2022
Joe Biden,All polls,12/12/2022,4/15/2021,4/20/2021,Change Research,B-,1025,rv,1.1539083,0,51,49,50.694168,46.912258,"","",https://twitter.com/ChangePolls/status/1387417629921529862,74730,140836,4/28/2021,10:46:46 12 Dec 2022
Joe Biden,All polls,12/12/2022,4/17/2021,4/20/2021,Hart Research Associates/Public Opinion Strategies,B+,1000,a,1.273204,0,53,39,53.307041,38.813883,"","",https://www.documentcloud.org/documents/20690434-210098-nbc-news-april-poll-4-25-21-release,74703,140752,4/25/2021,10:46:46 12 Dec 2022
Joe Biden,All polls,12/12/2022,4/17/2021,4/20/2021,YouGov,B+,1500,a,.7218671,0,49,38,49.768467,39.071732,"","",https://docs.cdn.yougov.com/e89wuts0a9/econTabReport.pdf,74683,140707,4/21/2021,10:46:46 12 Dec 2022
Joe Biden,All polls,12/12/2022,4/17/2021,4/20/2021,American Research Group,C+,1100,a,1.1012644,0,59,35,58.301163,35.861198,"","",https://americanresearchgroup.com/economy/,74684,140729,4/21/2021,10:46:46 12 Dec 2022
Joe Biden,All polls,12/12/2022,4/18/2021,4/20/2021,Rasmussen Reports/Pulse Opinion Research,B,1500,lv,.20613228,0,50,48,50.57915,43.733174,"",T,https://www.rasmussenreports.com/public_content/politics/biden_administration/biden_approval_index_history,74682,140697,4/21/2021,10:46:46 12 Dec 2022
Joe Biden,All polls,12/12/2022,4/16/2021,4/22/2021,Morning Consult,B,45000,a,.11361763,0,54,37,53.313655,39.761871,"",T,https://morningconsult.com/form/global-leader-approval/,74737,140864,4/29/2021,10:46:46 12 Dec 2022
Joe Biden,All polls,12/12/2022,4/18/2021,4/21/2021,ABC News/The Washington Post,A+,1007,a,1.9896193,0,52.21,42.09,53.168891,41.795303,"","",https://www.washingtonpost.com/context/april-18-21-2021-washington-post-abc-news-poll/72d8dab8-8a54-4468-a964-b7326876814d/?itid=lk_inline_manual_2,74702,140751,4/25/2021,10:46:46 12 Dec 2022
Joe Biden,All polls,12/12/2022,4/19/2021,4/21/2021,Rasmussen Reports/Pulse Opinion Research,B,1500,lv,.20683089,0,50,49,50.57915,44.733174,"",T,https://www.rasmussenreports.com/public_content/politics/biden_administration/biden_approval_index_history,74686,140733,4/22/2021,10:46:46 12 Dec 2022
Joe Biden,All polls,12/12/2022,4/16/2021,4/23/2021,Echelon Insights,B/C,1043,rv,1.2236782,0,54,43,52.244392,42.969539,"","",https://echeloninsights.com/in-the-news/april-omnibus-political/,74731,140837,4/28/2021,10:46:46 12 Dec 2022
Joe Biden,All polls,12/12/2022,4/18/2021,4/21/2021,Beacon Research/Shaw & Company Research,A,1002,rv,1.78809,0,54,43,52.305254,42.281107,"","",https://static.foxnews.com/foxnews.com/content/uploads/2021/04/Fox_April-18-21-2021_National_Topline_April-25-Release.pdf,74701,140750,4/25/2021,10:46:46 12 Dec 2022
Joe Biden,All polls,12/12/2022,4/17/2021,4/23/2021,Morning Consult,B,45000,a,.11100736,0,54,37,53.313655,39.761871,"",T,https://morningconsult.com/form/global-leader-approval/,74738,140865,4/29/2021,10:46:46 12 Dec 2022
Joe Biden,All polls,12/12/2022,4/19/2021,4/21/2021,Marist College,A,1809,a,2.3924341,0,54,44,54.748324,44.149389,"","",http://maristpoll.marist.edu/wp-content/uploads/2021/04/Marist-Poll_USA-NOS-and-Tables_202104221355.pdf#page=3,74722,140790,4/27/2021,10:46:46 12 Dec 2022
Joe Biden,All polls,12/12/2022,4/18/2021,4/24/2021,Morning Consult,B,45000,a,.10834543,0,54,37,53.313655,39.761871,"",T,https://morningconsult.com/form/global-leader-approval/,74739,140866,4/29/2021,10:46:46 12 Dec 2022
Joe Biden,All polls,12/12/2022,4/20/2021,4/22/2021,Morning Consult,B,2200,a,.03707821,0,58,35,57.313655,37.761871,"","",https://assets.morningconsult.com/wp-uploads/2021/04/22145124/2104104_crosstabs_MC_WASHINGTON_CHAUVIN_VERDICT_Adults_v1_LM.pdf,74694,140741,4/22/2021,10:46:46 12 Dec 2022
Joe Biden,All polls,12/12/2022,4/20/2021,4/22/2021,Rasmussen Reports/Pulse Opinion Research,B,1500,lv,.20719372,0,52,46,52.57915,41.733174,"",T,https://www.rasmussenreports.com/public_content/politics/biden_administration/biden_approval_index_history,74697,140745,4/23/2021,10:46:46 12 Dec 2022
Joe Biden,All polls,12/12/2022,4/19/2021,4/25/2021,Morning Consult,B,45000,a,.10588814,0,54,36,53.313655,38.761871,"",T,https://morningconsult.com/form/global-leader-approval/,74740,140867,4/29/2021,10:46:46 12 Dec 2022
Joe Biden,All polls,12/12/2022,4/21/2021,4/22/2021,Ipsos,B-,1004,a,.32937902,0,54.49,38.76,53.907959,39.349004,"","",https://www.ipsos.com/sites/default/files/ct/news/documents/2021-04/2021%20Ipsos%20Tracking%20-%20Core%20Political%20Presidential%20Approval%20Tracker%2004%2022%202021.pdf,74695,140742,4/22/2021,10:46:46 12 Dec 2022
Joe Biden,All polls,12/12/2022,4/21/2021,4/23/2021,YouGov,B+,1000,a,.44662779,0,51,44,51.768467,45.071732,"","",https://polsci.umass.edu/toplines-and-crosstabs-april-2021-bidens-first-100-days,74708,140771,4/26/2021,10:46:46 12 Dec 2022
Joe Biden,All polls,12/12/2022,4/21/2021,4/25/2021,Rasmussen Reports/Pulse Opinion Research,B,1500,lv,.1244444,0,51,47,51.57915,42.733174,"",T,https://www.rasmussenreports.com/public_content/politics/biden_administration/biden_approval_index_history,74707,140770,4/26/2021,10:46:46 12 Dec 2022
Joe Biden,All polls,12/12/2022,4/21/2021,4/24/2021,YouGov,B+,2527,a,1.1073479,0,58,42,58.768467,43.071732,"","",https://drive.google.com/file/d/1pv_2HXp1J11BuQneMXzwc31AmfmIqKx9/view,74704,140754,4/25/2021,10:46:46 12 Dec 2022
Joe Biden,All polls,12/12/2022,4/19/2021,4/27/2021,Morning Consult,B,22000,a,.35411705,0,57,36,56.313655,38.761871,"","",https://assets.morningconsult.com/wp-uploads/2021/07/26085513/2104130_crosstabs_MC_ENTERTAINMENT_MOVIE_THEATER_COMFORT_Adults_STACKED_v1_LM.pdf,75373,143773,7/27/2021,10:46:46 12 Dec 2022
Joe Biden,All polls,12/12/2022,4/20/2021,4/26/2021,Morning Consult,B,45000,a,.41390304,0,55,36,54.313655,38.761871,"",T,https://morningconsult.com/form/global-leader-approval/,74741,140868,4/29/2021,10:46:46 12 Dec 2022
Joe Biden,All polls,12/12/2022,4/21/2021,4/25/2021,Morning Consult,B,1986,rv,.03196711,0,57,37,56.313655,39.761871,"","",https://assets.morningconsult.com/wp-uploads/2021/04/26170508/2104106_crosstabs_MC_ENERGY_PARIS_ACCORD_RVs_v1_LM.pdf,74710,140775,4/27/2021,10:46:46 12 Dec 2022
Joe Biden,All polls,12/12/2022,4/23/2021,4/25/2021,Research Co.,B-,1000,a,1.1700274,0,53,42,52.974315,42.052924,"","",https://researchco.ca/2021/04/27/healthcare-united-states/,74720,140787,4/27/2021,10:46:46 12 Dec 2022
Joe Biden,All polls,12/12/2022,4/21/2021,4/26/2021,SSRS,C,1004,a,.96676506,0,53,43,51.900589,41.553222,"","",http://cdn.cnn.com/cnn/2021/images/04/28/rel3bbiden100days.pdf,74726,140795,4/28/2021,10:46:46 12 Dec 2022
Joe Biden,All polls,12/12/2022,4/22/2021,4/26/2021,Rasmussen Reports/Pulse Opinion Research,B,1500,lv,.37152954,0,50,48,50.57915,43.733174,"",T,https://www.rasmussenreports.com/public_content/politics/biden_administration/biden_approval_index_history,74719,140786,4/27/2021,10:46:46 12 Dec 2022
Joe Biden,All polls,12/12/2022,4/22/2021,4/26/2021,Navigator Research,B/C,989,rv,.80312623,0,53,44,51.839265,43.280916,"","",https://navigatorresearch.org/wp-content/uploads/2021/04/Navigator-Toplines-04.27.2021.pdf,74723,140792,4/28/2021,10:46:46 12 Dec 2022
Joe Biden,All polls,12/12/2022,4/21/2021,4/27/2021,Morning Consult,B,45000,a,.10519051,0,55,36,54.313655,38.761871,"",T,https://morningconsult.com/form/global-leader-approval/,74742,140869,4/29/2021,10:46:46 12 Dec 2022
Joe Biden,All polls,12/12/2022,4/23/2021,4/25/2021,Léger,B/C,1003,a,.96954592,0,51,39,50.408579,38.365601,"","",https://leger360.com/surveys/legers-north-american-tracker-april-27-2021/,74712,140779,4/27/2021,10:46:46 12 Dec 2022
Joe Biden,All polls,12/12/2022,4/24/2021,4/26/2021,Morning Consult,B,1991,rv,.03309208,0,60,37,59.313655,39.761871,"","",https://assets.morningconsult.com/wp-uploads/2021/04/28071006/2104124_crosstabs_POLITICO_RVs_v1_LM.pdf,74725,140794,4/28/2021,10:46:46 12 Dec 2022
Joe Biden,All polls,12/12/2022,4/24/2021,4/26/2021,Morning Consult,B,14872,rv,0,0,57,39,56.313655,41.761871,"",T,https://morningconsult.com/2021/04/28/100-days-biden-report-card-polling/,74724,140793,4/28/2021,10:46:46 12 Dec 2022
Joe Biden,All polls,12/12/2022,4/22/2021,4/28/2021,Morning Consult,B,45000,a,.1068482,0,55,36,54.313655,38.761871,"",T,https://morningconsult.com/form/global-leader-approval/,74767,141933,5/6/2021,10:46:46 12 Dec 2022
Joe Biden,All polls,12/12/2022,4/23/2021,4/29/2021,Morning Consult,B,45000,a,.10875863,0,55,36,54.313655,38.761871,"",T,https://morningconsult.com/form/global-leader-approval/,74768,141934,5/6/2021,10:46:46 12 Dec 2022
Joe Biden,All polls,12/12/2022,4/25/2021,4/27/2021,Rasmussen Reports/Pulse Opinion Research,B,1500,lv,.20617394,0,48,50,48.57915,45.733174,"",T,https://www.rasmussenreports.com/public_content/politics/biden_administration/biden_approval_index_history,74728,140813,4/28/2021,10:46:46 12 Dec 2022
Joe Biden,All polls,12/12/2022,4/25/2021,4/27/2021,YouGov,B+,1500,a,.66692459,0,51,39,51.768467,40.071732,"","",https://docs.cdn.yougov.com/40cminy7fl/econTabReport.pdf,74729,140814,4/28/2021,10:46:46 12 Dec 2022
Joe Biden,All polls,12/12/2022,4/26/2021,4/28/2021,Rasmussen Reports/Pulse Opinion Research,B,1500,lv,.20685177,0,48,50,48.57915,45.733174,"",T,https://www.rasmussenreports.com/public_content/politics/biden_administration/biden_approval_index_history,74734,140857,4/29/2021,10:46:46 12 Dec 2022
Joe Biden,All polls,12/12/2022,4/24/2021,4/30/2021,Morning Consult,B,45000,a,.11076294,0,55,36,54.313655,38.761871,"",T,https://morningconsult.com/form/global-leader-approval/,74769,141935,5/6/2021,10:46:46 12 Dec 2022
Joe Biden,All polls,12/12/2022,4/26/2021,4/28/2021,HarrisX,B+,2819,rv,1.5100725,0,60,40,56.365403,41.369763,"","",https://thehill.com/hilltv/what-americas-thinking/551218-poll-presidential-approval-at-60-percent-as-biden-marks-100th,74747,140894,4/30/2021,10:46:46 12 Dec 2022
Joe Biden,All polls,12/12/2022,4/27/2021,4/29/2021,Rasmussen Reports/Pulse Opinion Research,B,1500,lv,.20719372,0,47,51,47.57915,46.733174,"",T,https://www.rasmussenreports.com/public_content/politics/biden_administration/biden_approval_index_history,74743,140872,4/30/2021,10:46:46 12 Dec 2022
Joe Biden,All polls,12/12/2022,4/27/2021,4/29/2021,Harris Poll,B+,932,rv,1.3362496,0,59.5,39,58.524316,39.140842,*,"",https://harvardharrispoll.com/wp-content/uploads/2021/05/April2021_HHP_RegisteredVoters_Topline.pdf,74752,140900,5/3/2021,10:46:46 12 Dec 2022
Joe Biden,All polls,12/12/2022,4/27/2021,4/29/2021,YouGov,B+,1558,a,.72215444,0,54,37,54.768467,38.071732,"","",https://docs.cdn.yougov.com/zqtorzsjjh/yahoonews_20210430_tabs.pdf,74748,140895,5/1/2021,10:46:46 12 Dec 2022
Joe Biden,All polls,12/12/2022,4/25/2021,5/1/2021,Morning Consult,B,45000,a,.11264586,0,56,36,55.313655,38.761871,"",T,https://morningconsult.com/form/global-leader-approval/,74770,141936,5/6/2021,10:46:46 12 Dec 2022
Joe Biden,All polls,12/12/2022,4/27/2021,4/28/2021,Morning Consult,B,2200,a,.03854992,0,60,33,59.313655,35.761871,"","",https://assets.morningconsult.com/wp-uploads/2021/04/29145301/2104131_crosstabs_MC_ENTERTAINMENT_AWARDS_SEASON_Adults_v1_SH.pdf,74744,140874,4/30/2021,10:46:46 12 Dec 2022
Joe Biden,All polls,12/12/2022,4/27/2021,4/28/2021,Ipsos,B-,1005,a,.5069359,0,55.18,37.62,54.597959,38.209004,"","",https://www.ipsos.com/sites/default/files/ct/news/documents/2021-04/2021%20Ipsos%20Tracking%20-%20Core%20Political%20Presidential%20Approval%20Tracker%2004%2028%202021.pdf,74733,140856,4/28/2021,10:46:46 12 Dec 2022
Joe Biden,All polls,12/12/2022,4/28/2021,4/30/2021,TIPP Insights,A+,1300,a,2.3897197,0,51,32,51.493644,36.437535,"","",https://www.investors.com/news/biden-approval-rating-dips-again-still-a-honeymoon-ibd-tipp-poll-may-2021/,74751,140899,5/3/2021,10:46:46 12 Dec 2022
Joe Biden,All polls,12/12/2022,4/26/2021,5/2/2021,Morning Consult,B,45000,a,.11476774,0,56,36,55.313655,38.761871,"",T,https://morningconsult.com/form/global-leader-approval/,74771,141937,5/6/2021,10:46:46 12 Dec 2022
Joe Biden,All polls,12/12/2022,4/28/2021,5/2/2021,Rasmussen Reports/Pulse Opinion Research,B,1500,lv,.12441928,0,48,49,48.57915,44.733174,"",T,https://www.rasmussenreports.com/public_content/politics/biden_administration/biden_approval_index_history,74750,140898,5/3/2021,10:46:46 12 Dec 2022
Joe Biden,All polls,12/12/2022,4/27/2021,5/3/2021,Morning Consult,B,45000,a,.11689237,0,56,36,55.313655,38.761871,"",T,https://morningconsult.com/form/global-leader-approval/,74772,141938,5/6/2021,10:46:46 12 Dec 2022
Joe Biden,All polls,12/12/2022,4/30/2021,5/2/2021,Morning Consult,B,2200,a,.04076485,0,53,39,52.313655,41.761871,"","",https://assets.morningconsult.com/wp-uploads/2021/05/12110511/2104154_crosstabs_MC_HEALTH_VACCINE_INCENTIVE_Adults_v1_NP.pdf,74792,142310,5/13/2021,10:46:46 12 Dec 2022
Joe Biden,All polls,12/12/2022,4/29/2021,5/3/2021,Rasmussen Reports/Pulse Opinion Research,B,1500,lv,.37141675,0,49,49,49.57915,44.733174,"",T,https://www.rasmussenreports.com/public_content/politics/biden_administration/biden_approval_index_history,74755,140906,5/4/2021,10:46:46 12 Dec 2022
Joe Biden,All polls,12/12/2022,4/29/2021,5/2/2021,Morning Consult,B,2200,a,.04076485,0,55,38,54.313655,40.761871,"","",https://assets.morningconsult.com/wp-uploads/2021/05/06114602/2104152_crosstabs_MC_HEALTH_Adults_v1_NP.pdf,74775,141941,5/7/2021,10:46:46 12 Dec 2022
Joe Biden,All polls,12/12/2022,4/29/2021,5/3/2021,AP-NORC,"",1842,a,1.9517765,0,63,36,60.620272,35.40198,"","",https://apnorc.org/projects/biden-continues-to-hold-on-to-high-approval-ratings/,74781,142073,5/10/2021,10:46:46 12 Dec 2022
Joe Biden,All polls,12/12/2022,4/28/2021,5/4/2021,Morning Consult,B,45000,a,.11911807,0,56,36,55.313655,38.761871,"",T,https://morningconsult.com/form/global-leader-approval/,74773,141939,5/6/2021,10:46:46 12 Dec 2022
Joe Biden,All polls,12/12/2022,4/30/2021,5/3/2021,Morning Consult,B,2200,a,.04179478,0,55,37,54.313655,39.761871,"","",https://assets.morningconsult.com/wp-uploads/2021/05/21180312/2104156_crosstabs_MC_BRANDS_Adults_v1_NP-1.pdf,74753,142506,5/24/2021,10:46:46 12 Dec 2022
Joe Biden,All polls,12/12/2022,4/29/2021,5/5/2021,Morning Consult,B,45000,a,.1221276,0,56,36,55.313655,38.761871,"",T,https://morningconsult.com/form/global-leader-approval/,74793,142311,5/13/2021,10:46:46 12 Dec 2022
Joe Biden,All polls,12/12/2022,5/1/2021,5/3/2021,Morning Consult,B,2200,a,.04179478,0,57,36,56.313655,38.761871,"","",https://assets.morningconsult.com/wp-uploads/2021/05/06145311/2104159_crosstabs_ADWEEK_OLYMPICS_Adults_v1.pdf,74780,142072,5/10/2021,10:46:46 12 Dec 2022
Joe Biden,All polls,12/12/2022,4/30/2021,5/6/2021,Trafalgar Group,A-,1574,lv,2.2577503,0,48.3,47.5,50.319466,44.745109,"","",https://thetrafalgargroup.org/COSA-National-Trump-Biden-24-Report.pdf,74789,142302,5/12/2021,10:46:46 12 Dec 2022
Joe Biden,All polls,12/12/2022,4/30/2021,5/6/2021,Morning Consult,B,45000,a,.12586901,0,56,36,55.313655,38.761871,"",T,https://morningconsult.com/form/global-leader-approval/,74794,142312,5/13/2021,10:46:46 12 Dec 2022
Joe Biden,All polls,12/12/2022,5/1/2021,5/4/2021,YouGov,B+,1500,a,.80814283,0,48,42,48.768467,43.071732,"","",https://docs.cdn.yougov.com/lftymxzxfl/econTabReport.pdf,74759,141730,5/5/2021,10:46:46 12 Dec 2022
Joe Biden,All polls,12/12/2022,5/2/2021,5/4/2021,Rasmussen Reports/Pulse Opinion Research,B,1500,lv,.20617394,0,50,47,50.57915,42.733174,"",T,https://www.rasmussenreports.com/public_content/politics/biden_administration/biden_approval_index_history,74758,141684,5/5/2021,10:46:46 12 Dec 2022
Joe Biden,All polls,12/12/2022,5/3/2021,5/5/2021,Rasmussen Reports/Pulse Opinion Research,B,1500,lv,.20685177,0,51,47,51.57915,42.733174,"",T,https://www.rasmussenreports.com/public_content/politics/biden_administration/biden_approval_index_history,74766,141932,5/6/2021,10:46:46 12 Dec 2022
Joe Biden,All polls,12/12/2022,5/3/2021,5/4/2021,HarrisX,B+,939,rv,.68547694,0,60,40,56.365403,41.369763,"","",https://thehill.com/hilltv/what-americas-thinking/552001-poll-biden-approval-dips-when-it-comes-to-immigration,74779,142068,5/7/2021,10:46:46 12 Dec 2022
Joe Biden,All polls,12/12/2022,5/1/2021,5/7/2021,Morning Consult,B,45000,a,.12979892,0,56,36,55.313655,38.761871,"",T,https://morningconsult.com/form/global-leader-approval/,74795,142313,5/13/2021,10:46:46 12 Dec 2022
Joe Biden,All polls,12/12/2022,5/4/2021,5/6/2021,Morning Consult,B,2200,a,.04462358,0,56,38,55.313655,40.761871,"","",https://morningconsult.com/2021/05/24/social-media-travel-influencers/,74840,142505,5/24/2021,10:46:46 12 Dec 2022
Joe Biden,All polls,12/12/2022,5/2/2021,5/8/2021,Morning Consult,B,45000,a,.13039356,0,55,36,54.313655,38.761871,"",T,https://morningconsult.com/form/global-leader-approval/,74796,142314,5/13/2021,10:46:46 12 Dec 2022
Joe Biden,All polls,12/12/2022,5/4/2021,5/6/2021,Rasmussen Reports/Pulse Opinion Research,B,1500,lv,.20719372,0,51,47,51.57915,42.733174,"",T,https://www.rasmussenreports.com/public_content/politics/biden_administration/biden_approval_index_history,74774,141940,5/7/2021,10:46:46 12 Dec 2022
Joe Biden,All polls,12/12/2022,5/4/2021,5/5/2021,Ipsos,B-,1005,a,.62542127,0,54.92,38.02,54.337959,38.609004,"","",https://www.ipsos.com/sites/default/files/ct/news/documents/2021-05/2021%20Ipsos%20Tracking%20-%20Core%20Political%20Presidential%20Approval%20Tracker%2005%2005%202021.pdf,74761,141922,5/5/2021,10:46:46 12 Dec 2022
