Year,State,PartyColor,ElectoralVote,Winner
1848,North Carolina,Whig,11,Zachary Taylor
1848,Ohio,Democrat,23,Zachary Taylor
1848,Pennsylvania,Whig,26,Zachary Taylor
1848,Rhode Island,Whig,4,Zachary Taylor
1848,South Carolina,Democrat,9,Lewis Cass
1848,Tennessee,Whig,13,Zachary Taylor
1848,Texas,Democrat,4,Lewis Cass
1848,Vermont,Whig,6,Zachary Taylor
1848,Virginia,Democrat,17,Zachary Taylor
1848,West Virginia,Democrat,0,
1848,Wisconsin,Democrat,4,Lewis Cass
1848,California,Vacant State,0,
1848,Nebraska,Vacant State,0,
1848,Kansas,Vacant State,0,
1848,Minnesota,Vacant State,0,
1848,Oregon,Vacant State,0,
1848,Hawaii,Vacant State,0,
1848,Idaho,Vacant State,0,
1848,Montana,Vacant State,0,
1848,New Mexico,Vacant State,0,
1848,North Dakota,Vacant State,0,
1848,Oklahoma,Vacant State,0,
1848,South Dakota,Vacant State,0,
1848,Utah,Vacant State,0,
1848,Washington,Vacant State,0,
1848,Wyoming,Vacant State,0,
1848,"Washington, D.C.",Vacant State,0,
1848,Alaska,Vacant State,0,
1848,Arizona,Vacant State,0,
1848,Colorado,Vacant State,0,
1848,Nevada,Vacant State,0,
1844,Alabama,Democrat,9,James K. Polk
1844,Arkansas,Democrat,3,James K. Polk
1844,Connecticut,Whig,6,Henry Clay
1844,Delaware,Whig,3,Henry Clay
1844,Georgia,Democrat,10,James K. Polk
1844,Illinois,Democrat,9,James K. Polk
1844,Indiana,Democrat,12,James K. Polk
1844,Kentucky,Whig,12,Henry Clay
1844,Louisiana,Democrat,6,James K. Polk
1844,Maine,Democrat,9,James K. Polk
1844,Maryland,Whig,8,Henry Clay
1844,Massachusetts,Whig,12,Henry Clay
1844,Michigan,Democrat,5,James K. Polk
1844,Mississippi,Democrat,6,James K. Polk
1844,Missouri,Democrat,7,James K. Polk
1844,New Hampshire,Democrat,6,James K. Polk
1844,New Jersey,Whig,7,Henry Clay
1844,New York,Democrat,36,James K. Polk
1844,North Carolina,Whig,11,Henry Clay
1844,Ohio,Whig,23,Henry Clay
1844,Pennsylvania,Democrat,26,James K. Polk
1844,Rhode Island,Whig,4,Henry Clay
1844,South Carolina,Democrat,9,James K. Polk
1844,Tennessee,Whig,13,Henry Clay
1844,Vermont,Whig,6,Henry Clay
1844,Virginia,Democrat,17,James K. Polk
1844,West Virginia,Democrat,0,
1844,Florida,Vacant State,0,
1844,Wisconsin,Vacant State,0,
1844,Texas,Vacant State,0,
1844,Iowa,Vacant State,0,
1844,California,Vacant State,0,
1844,Nebraska,Vacant State,0,
1844,Kansas,Vacant State,0,
1844,Minnesota,Vacant State,0,
1844,Oregon,Vacant State,0,
1844,Hawaii,Vacant State,0,
1844,Idaho,Vacant State,0,
1844,Montana,Vacant State,0,
1844,New Mexico,Vacant State,0,
1844,North Dakota,Vacant State,0,
1844,Oklahoma,Vacant State,0,
1844,South Dakota,Vacant State,0,
1844,Utah,Vacant State,0,
1844,Washington,Vacant State,0,
1844,Wyoming,Vacant State,0,
1844,"Washington, D.C.",Vacant State,0,
1844,Alaska,Vacant State,0,
1844,Arizona,Vacant State,0,
1844,Colorado,Vacant State,0,
1844,Nevada,Vacant State,0,
1840,Alabama,Democrat,7,Martin Van Buren
1840,Arkansas,Democrat,3,Martin Van Buren
1840,Connecticut,Whig,8,William H. Harrison
1840,Delaware,Whig,3,William H. Harrison
1840,Georgia,Whig,11,William H. Harrison
1840,Illinois,Democrat,5,Martin Van Buren
1840,Indiana,Whig,9,William H. Harrison 
1840,Kentucky,Whig,15,William H. Harrison
1840,Louisiana,Whig,5,William H. Harrison
1840,Maine,Whig,10,William H. Harrison
1840,Maryland,Whig,10,William H. Harrison
1840,Massachusetts,Whig,14,William H. Harrison
1840,Michigan,Whig,3,William H. Harrison 
1840,Mississippi,Whig,4,William H. Harrison 
1840,Missouri,Democrat,4,Martin Van Buren
1840,New Hampshire,Democrat,7,Martin Van Buren
1840,New Jersey,Whig,8,William H. Harrison
1840,New York,Whig,42,William H. Harrison
1840,North Carolina,Whig,15,William H. Harrison
1840,Ohio,Whig,21,William H. Harrison
1840,Pennsylvania,Whig,30,William H. Harrison
1840,Rhode Island,Whig,4,William H. Harrison
1840,South Carolina,Democrat,11,Martin Van Buren
1840,Tennessee,Whig,15,William H. Harrison
1840,Vermont,Whig,7,William H. Harrison
1840,Virginia,Democrat,23,Martin Van Buren
1840,West Virginia,Democrat,0,
1840,Florida,Vacant State,0,
1840,Wisconsin,Vacant State,0,
1840,Texas,Vacant State,0,
1840,Iowa,Vacant State,0,
1840,California,Vacant State,0,
1840,Nebraska,Vacant State,0,
1840,Kansas,Vacant State,0,
1840,Minnesota,Vacant State,0,
1840,Oregon,Vacant State,0,
1840,Hawaii,Vacant State,0,
1840,Idaho,Vacant State,0,
1840,Montana,Vacant State,0,
1840,New Mexico,Vacant State,0,
1840,North Dakota,Vacant State,0,
1840,Oklahoma,Vacant State,0,
1840,South Dakota,Vacant State,0,
1840,Utah,Vacant State,0,
1840,Washington,Vacant State,0,
1840,Wyoming,Vacant State,0,
1840,"Washington, D.C.",Vacant State,0,
1840,Alaska,Vacant State,0,
1840,Arizona,Vacant State,0,
1840,Colorado,Vacant State,0,
1840,Nevada,Vacant State,0,
1836,Alabama,Democrat,7,Martin Van Buren
1836,Arkansas,Democrat,3,Martin Van Buren
1836,Connecticut,Democrat,8,Martin Van Buren
1836,Delaware,Whig,3,William H. Harrison
1836,Georgia,Whig-2,11,Hugh L. White
1836,Illinois,Democrat,9,Martin Van Buren
1836,Indiana,Whig,9,William H. Harrison 
1836,Kentucky,Whig,15,William H. Harrison
1836,Louisiana,Democrat,5,William H. Harrison
1836,Maine,Democrat,10,William H. Harrison
1836,Maryland,Whig,10,William H. Harrison
1836,Massachusetts,Whig-3,14,Daniel Webster
1836,Michigan,Democrat,3,William H. Harrison
1836,Mississippi,Democrat,4,William H. Harrison
1836,Missouri,Democrat,4,Martin Van Buren
1836,New Hampshire,Democrat,7,Martin Van Buren
1836,New Jersey,Whig,8,William H. Harrison
1836,New York,Democrat,42,Martin Van Buren
1836,North Carolina,Democrat,15,William H. Harrison
1836,Ohio,Whig,21,William H. Harrison
1836,Pennsylvania,Democrat,30,Martin Van Buren
1836,Rhode Island,Democrat,4,Martin Van Buren
1836,South Carolina,Whig-4,11,W.P. Mangum
1836,Tennessee,Whig-2,15,Hugh L. White
1836,Vermont,Whig,7,William H. Harrison
1836,Virginia,Democrat,23,Martin Van Buren
1836,West Virginia,Democrat,0,
1836,Florida,Vacant State,0,
1836,Wisconsin,Vacant State,0,
1836,Texas,Vacant State,0,
1836,Iowa,Vacant State,0,
1836,California,Vacant State,0,
1836,Nebraska,Vacant State,0,
1836,Kansas,Vacant State,0,
1836,Minnesota,Vacant State,0,
1836,Oregon,Vacant State,0,
1836,Hawaii,Vacant State,0,
1836,Idaho,Vacant State,0,
1836,Montana,Vacant State,0,
1836,New Mexico,Vacant State,0,
1836,North Dakota,Vacant State,0,
1836,Oklahoma,Vacant State,0,
1836,South Dakota,Vacant State,0,
1836,Utah,Vacant State,0,
1836,Washington,Vacant State,0,
1836,Wyoming,Vacant State,0,
1836,"Washington, D.C.",Vacant State,0,
1836,Alaska,Vacant State,0,
1836,Arizona,Vacant State,0,
1836,Colorado,Vacant State,0,
1836,Nevada,Vacant State,0,
1832,Alabama,Democrat,7,Andrew Jackson
1832,Connecticut,National Republican,8,Henry Clay
1832,Delaware,National Republican,3,Henry Clay
1832,Georgia,Democrat,11,Andrew Jackson
1832,Illinois,Democrat,5,Andrew Jackson
1832,Indiana,Democrat,9,Andrew Jackson 
1832,Kentucky,National Republican,15,Henry Clay
1832,Louisiana,Democrat,5,Andrew Jackson
1832,Maine,Democrat,10,Andrew Jackson
1832,Maryland,National Republican,5,Henry Clay
1832,Maryland-2,Democrat,3,Andrew Jackson
1832,Massachusetts,National Republican,14,Henry Clay
1832,Mississippi,Democrat,4,Andrew Jackson
1832,Missouri,Democrat,4,Andrew Jackson
1832,New Hampshire,Democrat,7,Andrew Jackson
1832,New Jersey,Democrat,8,Andrew Jackson
1832,New York,Democrat,42,Andrew Jackson
1832,North Carolina,Democrat,15,Andrew Jackson
1832,Ohio,Democrat,21,Andrew Jackson
1832,Pennsylvania,Democrat,30,Andrew Jackson
1832,Rhode Island,National Republican,4,Henry Clay
1832,South Carolina,Independent,11,John Floyd
1832,Tennessee,Democrat,15,Andrew Jackson
1832,Vermont,Anti-Masonic,7,William Wirt
1832,Virginia,Democrat,23,Andrew Jackson
1832,West Virginia,Democrat,0,
1832,Florida,Vacant State,0,
1832,Wisconsin,Vacant State,0,
1832,Texas,Vacant State,0,
1832,Iowa,Vacant State,0,
1832,California,Vacant State,0,
1832,Nebraska,Vacant State,0,
1832,Kansas,Vacant State,0,
1832,Minnesota,Vacant State,0,
1832,Oregon,Vacant State,0,
1832,Hawaii,Vacant State,0,
1832,Idaho,Vacant State,0,
1832,Montana,Vacant State,0,
1832,New Mexico,Vacant State,0,
1832,North Dakota,Vacant State,0,
1832,Oklahoma,Vacant State,0,
1832,South Dakota,Vacant State,0,
1832,Utah,Vacant State,0,
1832,Washington,Vacant State,0,
1832,Wyoming,Vacant State,0,
1832,"Washington, D.C.",Vacant State,0,
1832,Alaska,Vacant State,0,
1832,Arizona,Vacant State,0,
1832,Colorado,Vacant State,0,
1832,Nevada,Vacant State,0,
1832,Arkansas,Democrat,0,
1832,Michigan,Democrat,0,
1828,Alabama,Democrat,5,Andrew Jackson
1828,Connecticut,National Republican,8,John Quincy Adams
1828,Delaware,National Republican,3,John Quincy Adams
1828,Georgia,Democrat,9,Andrew Jackson
1828,Illinois,Democrat,3,Andrew Jackson
1828,Indiana,Democrat,5,Andrew Jackson
1828,Kentucky,Democrat,14,Andrew Jackson
1828,Louisiana,Democrat,5,Andrew Jackson
1828,Maine,National Republican,8,John Quincy Adams
1828,Maine-2,Democrat,1,John Quincy Adams
1828,Maryland,National Republican,6,John Quincy Adams
1828,Maryland-2,Democrat,5,Andrew Jackson
1828,Massachusetts,National Republican,15,John Quincy Adams
1828,Mississippi,Democrat,3,Andrew Jackson
1828,Missouri,Democrat,3,Andrew Jackson
1828,New Hampshire,National Republican,8,John Quincy Adams
1828,New Jersey,National Republican,8,John Quincy Adams
1828,New York,Democrat,20,Andrew Jackson
1828,New York-2,National Republican,16,John Quincy Adams
1828,North Carolina,Democrat,15,Andrew Jackson
1828,Ohio,Democrat,16,Andrew Jackson
1828,Pennsylvania,Democrat,28,Andrew Jackson
1828,Rhode Island,National Republican,4,John Quincy Adams
1828,South Carolina,Democrat,11,Andrew Jackson
1828,Tennessee,Democrat,11,Andrew Jackson
1828,Vermont,National Republican,7,John Quincy Adams
1828,Virginia,Democrat,24,Andrew Jackson
1828,West Virginia,Democrat,0,
1828,Florida,Vacant State,0,
1828,Wisconsin,Vacant State,0,
1828,Texas,Vacant State,0,
1828,Iowa,Vacant State,0,
1828,California,Vacant State,0,
1828,Nebraska,Vacant State,0,
1828,Kansas,Vacant State,0,
1828,Minnesota,Vacant State,0,
1828,Oregon,Vacant State,0,
1828,Hawaii,Vacant State,0,
1828,Idaho,Vacant State,0,
1828,Montana,Vacant State,0,
1828,New Mexico,Vacant State,0,
1828,North Dakota,Vacant State,0,
1828,Oklahoma,Vacant State,0,
1828,South Dakota,Vacant State,0,
1828,Utah,Vacant State,0,
1828,Washington,Vacant State,0,
1828,Wyoming,Vacant State,0,
1828,"Washington, D.C.",Vacant State,0,
1828,Alaska,Vacant State,0,
1828,Arizona,Vacant State,0,
1828,Colorado,Vacant State,0,
1828,Nevada,Vacant State,0,
1828,Arkansas,Democrat,0,
1828,Michigan,Democrat,0,
1824,Alabama,Democratic-Republican-2,5,Andrew Jackson
1824,Connecticut,Democratic-Republican,8,John Quincy Adams
1824,Delaware,Democratic-Republican-3,2,William H. Crawford
1824,Delaware-2,Democratic-Republican,1,William H. Crawford
1824,Georgia,Democratic-Republican-3,9,William H. Crawford
1824,Illinois,Democratic-Republican,1,John Quincy Adams
1824,Illinois-2,Democratic-Republican-2,2,Andrew Jackson
1824,Indiana,Democratic-Republican-2,5,Andrew Jackson
1824,Kentucky,Democratic-Republican-4,14,Henry Clay
1824,Louisiana,Democratic-Republican-2,3,Andrew Jackson
1824,Louisiana-2,Democratic-Republican,2,John Quincy Adams
1824,Maine,Democratic-Republican,9,John Quincy Adams
1824,Maryland,Democratic-Republican-2,7,Andrew Jackson
1824,Maryland-2,Democratic-Republican,3,John Quincy Adams
1824,Maryland-3,Democratic-Republican-3,1,William Crawford
1824,Massachusetts,Democratic-Republican,15,John Quincy Adams
1824,Mississippi,Democratic-Republican-2,3,Andrew Jackson
1824,Missouri,Democratic-Republican-4,3,Henry Clay
1824,New Hampshire,Democratic-Republican,8,John Quincy Adams
1824,New Jersey,Democratic-Republican-2,8,Andrew Jackson
1824,New York,Democratic-Republican,26,John Quincy Adams
1824,New York-2,Democratic-Republican-2,1,Andrew Jackson
1824,New York-3,Democratic-Republican-3,5,William H. Crawford
1824,New York-4,Democratic-Republican-4,4,Henry Clay
1824,North Carolina,Democratic-Republican-2,15,Andrew Jackson
1824,Ohio,Democratic-Republican-4,16,Henry Clay
1824,Pennsylvania,Democratic-Republican,28,John Quincy Adams
1824,Rhode Island,Democratic-Republican,4,John Quincy Adams
1824,South Carolina,Democratic-Republican-2,9,Andrew Jackson
1824,Tennessee,Democratic-Republican-2,11,Andrew Jackson
1824,Vermont,Democratic-Republican,7,John Quincy Adams
1824,Virginia,Democratic-Republican-3,24,William H. Crawford
1824,West Virginia,Vacant State,0,
1824,Florida,Vacant State,0,
1824,Wisconsin,Vacant State,0,
1824,Texas,Vacant State,0,
1824,Iowa,Vacant State,0,
1824,California,Vacant State,0,
1824,Nebraska,Vacant State,0,
1824,Kansas,Vacant State,0,
1824,Minnesota,Vacant State,0,
1824,Oregon,Vacant State,0,
1824,Hawaii,Vacant State,0,
1824,Idaho,Vacant State,0,
1824,Montana,Vacant State,0,
1824,New Mexico,Vacant State,0,
1824,North Dakota,Vacant State,0,
1824,Oklahoma,Vacant State,0,
1824,South Dakota,Vacant State,0,
1824,Utah,Vacant State,0,
1824,Washington,Vacant State,0,
1824,Wyoming,Vacant State,0,
1824,"Washington, D.C.",Vacant State,0,
1824,Alaska,Vacant State,0,
1824,Arizona,Vacant State,0,
1824,Colorado,Vacant State,0,
1824,Nevada,Vacant State,0,
1824,Arkansas,Vacant State,0,
1824,Michigan,Vacant State,0,
1820,Alabama,Democratic-Republican,5,James Monroe
1820,Connecticut,Democratic-Republican,8,James Monroe
1820,Delaware,Democratic-Republican,4,James Monroe
1820,Georgia,Democratic-Republican,8,James Monroe
1820,Illinois,Democratic-Republican,3,James Monroe
1820,Indiana,Democratic-Republican,3,James Monroe
1820,Kentucky,Democratic-Republican,12,James Monroe
1820,Louisiana,Democratic-Republican,3,James Monroe
1820,Maine,Democratic-Republican,9,James Monroe
1820,Maryland,Democratic-Republican,11,James Monroe
1820,Massachusetts,Democratic-Republican,15,James Monroe
1820,Mississippi,Democratic-Republican,2,James Monroe
1820,Missouri,Democratic-Republican,3,James Monroe
1820,New Hampshire,Democratic-Republican,7,James Monroe
1820,New Hampshire-2,Democratic-Republican-2,1,James Monroe
1820,New Jersey,Democratic-Republican,8,James Monroe
1820,New York,Democratic-Republican,29,James Monroe
1820,North Carolina,Democratic-Republican,15,James Monroe
1820,Ohio,Democratic-Republican,8,James Monroe
1820,Pennsylvania,Democratic-Republican,24,James Monroe
1820,Rhode Island,Democratic-Republican,4,James Monroe
1820,South Carolina,Democratic-Republican,11,James Monroe
1820,Tennessee,Democratic-Republican,7,James Monroe
1820,Vermont,Democratic-Republican,8,James Monroe
1820,Virginia,Democratic-Republican,25,James Monroe
1820,West Virginia,Democratic-Republican,0,
1820,Florida,Vacant State,0,
1820,Wisconsin,Vacant State,0,
1820,Texas,Vacant State,0,
1820,Iowa,Vacant State,0,
1820,California,Vacant State,0,
1820,Nebraska,Vacant State,0,
1820,Kansas,Vacant State,0,
1820,Minnesota,Vacant State,0,
1820,Oregon,Vacant State,0,
1820,Hawaii,Vacant State,0,
1820,Idaho,Vacant State,0,
1820,Montana,Vacant State,0,
1820,New Mexico,Vacant State,0,
1820,North Dakota,Vacant State,0,
1820,Oklahoma,Vacant State,0,
1820,South Dakota,Vacant State,0,
1820,Utah,Vacant State,0,
1820,Washington,Vacant State,0,
1820,Wyoming,Vacant State,0,
1820,"Washington, D.C.",Vacant State,0,
1820,Alaska,Vacant State,0,
1820,Arizona,Vacant State,0,
1820,Colorado,Vacant State,0,
1820,Nevada,Vacant State,0,
1820,Arkansas,Vacant State,0,
1820,Michigan,Vacant State,0,
1816,Connecticut,Federalist,9,Rufus King
1816,Delaware,Federalist,3,Rufus King
1816,Georgia,Democratic-Republican,8,James Monroe
1816,Indiana,Democratic-Republican,3,James Monroe
1816,Kentucky,Democratic-Republican,12,James Monroe
1816,Louisiana,Democratic-Republican,3,James Monroe
1816,Maryland,Democratic-Republican,8,James Monroe
1816,Massachusetts,Federalist,22,Rufus King
1816,New Hampshire,Democratic-Republican,8,James Monroe
1816,New Jersey,Democratic-Republican,8,James Monroe
1816,New York,Democratic-Republican,29,James Monroe
1816,North Carolina,Democratic-Republican,15,James Monroe
1816,Ohio,Democratic-Republican,8,James Monroe
1816,Pennsylvania,Democratic-Republican,25,James Monroe
1816,Rhode Island,Democratic-Republican,4,James Monroe
1816,South Carolina,Democratic-Republican,11,James Monroe
1816,Tennessee,Democratic-Republican,8,James Monroe
1816,Vermont,Democratic-Republican,8,James Monroe
1816,Virginia,Democratic-Republican,25,James Monroe
1816,West Virginia,Democratic-Republican,0,
1816,Maine,Vacant State,0,
1816,Mississippi,Vacant State,0,
1816,Missouri,Vacant State,0,
1816,Florida,Vacant State,0,
1816,Wisconsin,Vacant State,0,
1816,Texas,Vacant State,0,
1816,Iowa,Vacant State,0,
1816,California,Vacant State,0,
1816,Nebraska,Vacant State,0,
1816,Kansas,Vacant State,0,
1816,Minnesota,Vacant State,0,
1816,Oregon,Vacant State,0,
1816,Hawaii,Vacant State,0,
1816,Idaho,Vacant State,0,
1816,Montana,Vacant State,0,
1816,New Mexico,Vacant State,0,
1816,North Dakota,Vacant State,0,
1816,Oklahoma,Vacant State,0,
1816,South Dakota,Vacant State,0,
1816,Utah,Vacant State,0,
1816,Washington,Vacant State,0,
1816,Wyoming,Vacant State,0,
1816,"Washington, D.C.",Vacant State,0,
1816,Alaska,Vacant State,0,
1816,Arizona,Vacant State,0,
1816,Colorado,Vacant State,0,
1816,Nevada,Vacant State,0,
1816,Arkansas,Vacant State,0,
1816,Michigan,Vacant State,0,
1816,Alabama,Vacant State,0,
1816,Illinois,Vacant State,0,
1812,Connecticut,Federalist,9,De Witt Clinton
1812,Delaware,Federalist,4,De Witt Clinton
1812,Georgia,Democratic-Republican,8,James Madison
1812,Kentucky,Democratic-Republican,12,James Madison
1812,Louisiana,Democratic-Republican,3,James Madison
1812,Maryland,Democratic-Republican,6,James Madison
1812,Maryland-2,Federalist,5,James Madison
1812,Massachusetts,Federalist,22,De Witt Clinton
1812,New Hampshire,Democratic-Republican,8,James Madison
1812,New Jersey,Federalist,8,James Madison
1812,New York,Federalist,29,James Madison
1812,North Carolina,Democratic-Republican,15,James Madison
1812,Ohio,Democratic-Republican,7,James Madison
1812,Pennsylvania,Democratic-Republican,25,James Madison
1812,Rhode Island,Federalist,4,De Witt Clinton
1812,South Carolina,Democratic-Republican,11,James Madison
1812,Tennessee,Democratic-Republican,8,James Madison
1812,Vermont,Democratic-Republican,8,James Madison
1812,Virginia,Democratic-Republican,25,James Madison
1812,West Virginia,Democratic-Republican,0,
1812,Maine,Vacant State,0,
1812,Mississippi,Vacant State,0,
1812,Missouri,Vacant State,0,
1812,Florida,Vacant State,0,
1812,Wisconsin,Vacant State,0,
1812,Texas,Vacant State,0,
1812,Iowa,Vacant State,0,
1812,California,Vacant State,0,
1812,Nebraska,Vacant State,0,
1812,Kansas,Vacant State,0,
1812,Minnesota,Vacant State,0,
1812,Oregon,Vacant State,0,
1812,Hawaii,Vacant State,0,
1812,Idaho,Vacant State,0,
1812,Montana,Vacant State,0,
1812,New Mexico,Vacant State,0,
1812,North Dakota,Vacant State,0,
1812,Oklahoma,Vacant State,0,
1812,South Dakota,Vacant State,0,
1812,Utah,Vacant State,0,
1812,Washington,Vacant State,0,
1812,Wyoming,Vacant State,0,
1812,"Washington, D.C.",Vacant State,0,
1812,Alaska,Vacant State,0,
1812,Arizona,Vacant State,0,
1812,Colorado,Vacant State,0,
1812,Nevada,Vacant State,0,
1812,Arkansas,Vacant State,0,
1812,Michigan,Vacant State,0,
1812,Alabama,Vacant State,0,
1812,Illinois,Vacant State,0,
1812,Indiana,Vacant State,0,
1808,Connecticut,Federalist,9,Charles C. Pinckney
1808,Delaware,Federalist,3,Charles C. Pinckney
1808,Georgia,Democratic-Republican,6,James Madison
1808,Kentucky,Democratic-Republican,5,James Madison
1808,Maryland,Democratic-Republican,9,James Madison
1808,Maryland-2,Federalist,2,James Madison
1808,Massachusetts,Federalist,19,Charles C. Pinckney
1808,New Hampshire,Democratic-Republican,7,James Madison
1808,New Jersey,Democratic-Republican,8,James Madison
1808,New York,Democratic-Republican,13,James Madison
1808,New York-2,Democratic-Republican-2,6,George Clinton
1808,North Carolina,Democratic-Republican,11,James Madison
1808,North Carolina-2,Democratic-Republican-2,3,James Madison
1808,Ohio,Democratic-Republican,3,James Madison
1808,Pennsylvania,Democratic-Republican,20,James Madison
1808,Rhode Island,Federalist,4,Charles C. Pinckney
1808,South Carolina,Democratic-Republican,10,James Madison
1808,Tennessee,Democratic-Republican,5,James Madison
1808,Vermont,Democratic-Republican,6,James Madison
1808,Virginia,Democratic-Republican,24,James Madison
1808,West Virginia,Democratic-Republican,0,
1808,Maine,Vacant State,0,
1808,Mississippi,Vacant State,0,
1808,Missouri,Vacant State,0,
1808,Florida,Vacant State,0,
1808,Wisconsin,Vacant State,0,
1808,Texas,Vacant State,0,
1808,Iowa,Vacant State,0,
1808,California,Vacant State,0,
1808,Nebraska,Vacant State,0,
1808,Kansas,Vacant State,0,
1808,Minnesota,Vacant State,0,
1808,Oregon,Vacant State,0,
1808,Hawaii,Vacant State,0,
1808,Idaho,Vacant State,0,
1808,Montana,Vacant State,0,
1808,New Mexico,Vacant State,0,
1808,North Dakota,Vacant State,0,
1808,Oklahoma,Vacant State,0,
1808,South Dakota,Vacant State,0,
1808,Utah,Vacant State,0,
1808,Washington,Vacant State,0,
1808,Wyoming,Vacant State,0,
1808,"Washington, D.C.",Vacant State,0,
1808,Alaska,Vacant State,0,
1808,Arizona,Vacant State,0,
1808,Colorado,Vacant State,0,
1808,Nevada,Vacant State,0,
1808,Arkansas,Vacant State,0,
1808,Michigan,Vacant State,0,
1808,Alabama,Vacant State,0,
1808,Illinois,Vacant State,0,
1808,Indiana,Vacant State,0,
1808,Louisiana,Vacant State,0,
1804,Connecticut,Federalist,9,Charles C. Pinckney
1804,Delaware,Federalist,3,Charles C. Pinckney
1804,Georgia,Democratic-Republican,6,Thomas Jefferson
1804,Kentucky,Democratic-Republican,8,Thomas Jefferson
1804,Maryland,Democratic-Republican,9,Thomas Jefferson
1804,Maryland-2,Federalist,2,Thomas Jefferson
1804,Massachusetts,Democratic-Republican,19,Thomas Jefferson
1804,New Hampshire,Democratic-Republican,7,Thomas Jefferson
1804,New Jersey,Democratic-Republican,8,Thomas Jefferson
1804,New York,Democratic-Republican,19,Thomas Jefferson
1804,North Carolina,Democratic-Republican,14,Thomas Jefferson
1804,Ohio,Democratic-Republican,3,Thomas Jefferson
1804,Pennsylvania,Democratic-Republican,20,Thomas Jefferson
1804,Rhode Island,Democratic-Republican,4,Thomas Jefferson
1804,South Carolina,Democratic-Republican,10,Thomas Jefferson
1804,Tennessee,Democratic-Republican,5,Thomas Jefferson
1804,Vermont,Democratic-Republican,6,Thomas Jefferson
1804,Virginia,Democratic-Republican,24,Thomas Jefferson
1804,West Virginia,Democratic-Republican,0,
1804,Maine,Vacant State,0,
1804,Mississippi,Vacant State,0,
1804,Missouri,Vacant State,0,
1804,Florida,Vacant State,0,
1804,Wisconsin,Vacant State,0,
1804,Texas,Vacant State,0,
1804,Iowa,Vacant State,0,
1804,California,Vacant State,0,
1804,Nebraska,Vacant State,0,
1804,Kansas,Vacant State,0,
1804,Minnesota,Vacant State,0,
1804,Oregon,Vacant State,0,
1804,Hawaii,Vacant State,0,
1804,Idaho,Vacant State,0,
1804,Montana,Vacant State,0,
1804,New Mexico,Vacant State,0,
1804,North Dakota,Vacant State,0,
1804,Oklahoma,Vacant State,0,
1804,South Dakota,Vacant State,0,
1804,Utah,Vacant State,0,
1804,Washington,Vacant State,0,
1804,Wyoming,Vacant State,0,
1804,"Washington, D.C.",Vacant State,0,
1804,Alaska,Vacant State,0,
1804,Arizona,Vacant State,0,
1804,Colorado,Vacant State,0,
1804,Nevada,Vacant State,0,
1804,Arkansas,Vacant State,0,
1804,Michigan,Vacant State,0,
1804,Alabama,Vacant State,0,
1804,Illinois,Vacant State,0,
1804,Indiana,Vacant State,0,
1804,Louisiana,Vacant State,0,
1800,Connecticut,Federalist,9,John Adams
1800,Delaware,Federalist,3,John Adams
1800,Georgia,Democratic-Republican,4,Thomas Jefferson
1800,Kentucky,Democratic-Republican,4,Thomas Jefferson
1800,Maryland,Democratic-Republican,5,Thomas Jefferson
1800,Maryland-2,Federalist,5,Thomas Jefferson
1800,Massachusetts,Federalist,16,John Adams
1800,New Hampshire,Democratic-Republican,6,Thomas Jefferson
1800,New Jersey,Federalist,7,John Adams
1800,New York,Democratic-Republican,12,Thomas Jefferson
1800,North Carolina,Democratic-Republican,8,Thomas Jefferson
1800,North Carolina-2,Federalist,4,Thomas Jefferson
1800,Pennsylvania,Democratic-Republican,8,Thomas Jefferson
1800,Pennsylvania-2,Federalist,7,Thomas Jefferson
1800,Rhode Island,Federalist,4,John Adams
1800,South Carolina,Democratic-Republican,8,Thomas Jefferson
1800,Tennessee,Democratic-Republican,3,Thomas Jefferson
1800,Vermont,Democratic-Republican,4,Thomas Jefferson
1800,Virginia,Democratic-Republican,21,Thomas Jefferson
1800,West Virginia,Democratic-Republican,0,
1800,Maine,Vacant State,0,
1800,Mississippi,Vacant State,0,
1800,Missouri,Vacant State,0,
1800,Florida,Vacant State,0,
1800,Wisconsin,Vacant State,0,
1800,Texas,Vacant State,0,
1800,Iowa,Vacant State,0,
1800,California,Vacant State,0,
1800,Nebraska,Vacant State,0,
1800,Kansas,Vacant State,0,
1800,Minnesota,Vacant State,0,
1800,Oregon,Vacant State,0,
1800,Hawaii,Vacant State,0,
1800,Idaho,Vacant State,0,
1800,Montana,Vacant State,0,
1800,New Mexico,Vacant State,0,
1800,North Dakota,Vacant State,0,
1800,Oklahoma,Vacant State,0,
1800,South Dakota,Vacant State,0,
1800,Utah,Vacant State,0,
1800,Washington,Vacant State,0,
1800,Wyoming,Vacant State,0,
1800,"Washington, D.C.",Vacant State,0,
1800,Alaska,Vacant State,0,
1800,Arizona,Vacant State,0,
1800,Colorado,Vacant State,0,
1800,Nevada,Vacant State,0,
1800,Arkansas,Vacant State,0,
1800,Michigan,Vacant State,0,
1800,Alabama,Vacant State,0,
1800,Illinois,Vacant State,0,
1800,Indiana,Vacant State,0,
1800,Louisiana,Vacant State,0,
1800,Ohio,Vacant State,0,
1796,Connecticut,Federalist,9,John Adams
1796,Delaware,Federalist,3,John Adams
1796,Georgia,Democratic-Republican,4,Thomas Jefferson
1796,Kentucky,Democratic-Republican,4,Thomas Jefferson
1796,Maryland,Federalist,7,John Adams
